=== ALU UNIT TEST REPORT ===
PASS | Op: XOR A: 0x3524 B: 0x5e81 -> Res=0x6ba5 Z=0
PASS | Op: XOR A: 0x7447 B: 0x3b3a -> Res=0x4f7d Z=0
PASS | Op: ADD A: 0xf33c B: 0x5d75 -> Res=0x50b1 Z=0
PASS | Op: SUB A: 0x41be B: 0xb69b -> Res=0x8b23 Z=0
PASS | Op: OR A: 0x40c6 B: 0x5ed3 -> Res=0x5ed7 Z=0
PASS | Op: XOR A: 0xe222 B: 0xe49e -> Res=0x6bc Z=0
PASS | Op: SUB A: 0x90dd B: 0x2079 -> Res=0x7064 Z=0
PASS | Op: AND A: 0x91b3 B: 0x54e5 -> Res=0x10a1 Z=0
PASS | Op: OR A: 0xb0f6 B: 0x24b2 -> Res=0xb4f6 Z=0
PASS | Op: SUB A: 0x21ff B: 0x5976 -> Res=0xc889 Z=0
PASS | Op: ADD A: 0xffe5 B: 0x6163 -> Res=0x6148 Z=0
PASS | Op: ADD A: 0xe49c B: 0x4e45 -> Res=0x32e1 Z=0
PASS | Op: XOR A: 0x64f9 B: 0x53f3 -> Res=0x370a Z=0
PASS | Op: ADD A: 0x45f4 B: 0xa1f4 -> Res=0xe7e8 Z=0
PASS | Op: OR A: 0x971a B: 0xad91 -> Res=0xbf9b Z=0
PASS | Op: XOR A: 0xc1fa B: 0x6367 -> Res=0xa29d Z=0
PASS | Op: OR A: 0xfa2 B: 0xfcd1 -> Res=0xfff3 Z=0
PASS | Op: ADD A: 0x963 B: 0x5f76 -> Res=0x68d9 Z=0
PASS | Op: ADD A: 0x4b41 B: 0x86b -> Res=0x53ac Z=0
PASS | Op: XOR A: 0x56b6 B: 0x3221 -> Res=0x6497 Z=0
PASS | Op: ADD A: 0xadab B: 0xb60c -> Res=0x63b7 Z=0
PASS | Op: XOR A: 0xf9df B: 0xa80c -> Res=0x51d3 Z=0
PASS | Op: ADD A: 0x4547 B: 0xb91d -> Res=0xfe64 Z=0
PASS | Op: SUB A: 0xac7a B: 0xc515 -> Res=0xe765 Z=0
PASS | Op: OR A: 0xaded B: 0x7bce -> Res=0xffef Z=0
PASS | Op: AND A: 0xb3bf B: 0xa78e -> Res=0xa38e Z=0
PASS | Op: OR A: 0x66f9 B: 0xf6fe -> Res=0xf6ff Z=0
PASS | Op: XOR A: 0xeb4a B: 0x3f8c -> Res=0xd4c6 Z=0
PASS | Op: OR A: 0x23ba B: 0xff14 -> Res=0xffbe Z=0
PASS | Op: ADD A: 0xd0d B: 0x56e5 -> Res=0x63f2 Z=0
PASS | Op: XOR A: 0x17fd B: 0xfbf -> Res=0x1842 Z=0
PASS | Op: AND A: 0x757b B: 0xd463 -> Res=0x5463 Z=0
PASS | Op: OR A: 0x237f B: 0x29be -> Res=0x2bff Z=0
PASS | Op: SUB A: 0x74bc B: 0x3ca0 -> Res=0x381c Z=0
PASS | Op: ADD A: 0x4620 B: 0x9091 -> Res=0xd6b1 Z=0
PASS | Op: ADD A: 0x1c83 B: 0xfa6a -> Res=0x16ed Z=0
PASS | Op: SUB A: 0x8cef B: 0x154d -> Res=0x77a2 Z=0
PASS | Op: SUB A: 0x6a5 B: 0x9a3c -> Res=0x6c69 Z=0
PASS | Op: ADD A: 0x4a78 B: 0x3dc5 -> Res=0x883d Z=0
PASS | Op: AND A: 0xbf22 B: 0x8266 -> Res=0x8222 Z=0
PASS | Op: XOR A: 0xb5eb B: 0x802e -> Res=0x35c5 Z=0
PASS | Op: OR A: 0xd58e B: 0xb8c5 -> Res=0xfdcf Z=0
PASS | Op: OR A: 0xe9a2 B: 0xaebb -> Res=0xefbb Z=0
PASS | Op: SUB A: 0x8bf5 B: 0x64e0 -> Res=0x2715 Z=0
PASS | Op: ADD A: 0x4e03 B: 0x749e -> Res=0xc2a1 Z=0
PASS | Op: XOR A: 0x79e2 B: 0xc10f -> Res=0xb8ed Z=0
PASS | Op: ADD A: 0xcfc0 B: 0xa068 -> Res=0x7028 Z=0
PASS | Op: SUB A: 0xf37f B: 0x9f4c -> Res=0x5433 Z=0
PASS | Op: ADD A: 0x11f3 B: 0x69e0 -> Res=0x7bd3 Z=0
PASS | Op: AND A: 0xf060 B: 0x9de7 -> Res=0x9060 Z=0
PASS | Op: XOR A: 0xe2a3 B: 0x176c -> Res=0xf5cf Z=0
PASS | Op: ADD A: 0x5995 B: 0xb987 -> Res=0x131c Z=0
PASS | Op: ADD A: 0xe95b B: 0x8dc3 -> Res=0x771e Z=0
PASS | Op: XOR A: 0xca62 B: 0x1f4d -> Res=0xd52f Z=0
PASS | Op: OR A: 0x8ec3 B: 0x2d0d -> Res=0xafcf Z=0
PASS | Op: XOR A: 0x7df B: 0x44d4 -> Res=0x430b Z=0
PASS | Op: XOR A: 0xc54e B: 0x9c78 -> Res=0x5936 Z=0
PASS | Op: ADD A: 0xbb6e B: 0x508b -> Res=0xbf9 Z=0
PASS | Op: OR A: 0x415d B: 0xaf6b -> Res=0xef7f Z=0
PASS | Op: AND A: 0xc5bf B: 0x54e0 -> Res=0x44a0 Z=0
PASS | Op: SUB A: 0xe444 B: 0x4788 -> Res=0x9cbc Z=0
PASS | Op: XOR A: 0xb9da B: 0xc553 -> Res=0x7c89 Z=0
PASS | Op: XOR A: 0xe8bf B: 0x8687 -> Res=0x6e38 Z=0
PASS | Op: SUB A: 0xedc4 B: 0x12d9 -> Res=0xdaeb Z=0
PASS | Op: OR A: 0xa051 B: 0x8c67 -> Res=0xac77 Z=0
PASS | Op: OR A: 0xa357 B: 0x2411 -> Res=0xa757 Z=0
PASS | Op: ADD A: 0xf9e4 B: 0xc6ec -> Res=0xc0d0 Z=0
PASS | Op: XOR A: 0x62ec B: 0xb50a -> Res=0xd7e6 Z=0
PASS | Op: AND A: 0xd255 B: 0x9803 -> Res=0x9001 Z=0
PASS | Op: XOR A: 0x9fec B: 0xb9ad -> Res=0x2641 Z=0
PASS | Op: ADD A: 0x2354 B: 0x500 -> Res=0x2854 Z=0
PASS | Op: OR A: 0xcd76 B: 0x4cef -> Res=0xcdff Z=0
PASS | Op: SUB A: 0xe994 B: 0x1779 -> Res=0xd21b Z=0
PASS | Op: ADD A: 0x6f48 B: 0x80b9 -> Res=0xf001 Z=0
PASS | Op: XOR A: 0xb7a6 B: 0xe499 -> Res=0x533f Z=0
PASS | Op: AND A: 0x1b2f B: 0x8f55 -> Res=0xb05 Z=0
PASS | Op: AND A: 0x5639 B: 0xb64 -> Res=0x220 Z=0
PASS | Op: AND A: 0xe2a0 B: 0x2d79 -> Res=0x2020 Z=0
PASS | Op: SUB A: 0x6e2 B: 0xe480 -> Res=0x2262 Z=0
PASS | Op: AND A: 0x4aa8 B: 0xa7d4 -> Res=0x280 Z=0
PASS | Op: SUB A: 0xb7a8 B: 0xaa21 -> Res=0xd87 Z=0
PASS | Op: ADD A: 0xef6e B: 0x95e6 -> Res=0x8554 Z=0
PASS | Op: OR A: 0xe9f1 B: 0xbdde -> Res=0xfdff Z=0
PASS | Op: OR A: 0xdd44 B: 0x60f4 -> Res=0xfdf4 Z=0
PASS | Op: ADD A: 0x6dda B: 0xe9c8 -> Res=0x57a2 Z=0
PASS | Op: ADD A: 0x5d1c B: 0x1e89 -> Res=0x7ba5 Z=0
PASS | Op: SUB A: 0x1711 B: 0xe5c4 -> Res=0x314d Z=0
PASS | Op: XOR A: 0x6ec B: 0x70c0 -> Res=0x762c Z=0
PASS | Op: XOR A: 0x4bc2 B: 0x124c -> Res=0x598e Z=0
PASS | Op: SUB A: 0x51b4 B: 0x1c18 -> Res=0x359c Z=0
PASS | Op: SUB A: 0xaa61 B: 0xbea9 -> Res=0xebb8 Z=0
PASS | Op: XOR A: 0xb70e B: 0xb237 -> Res=0x539 Z=0
PASS | Op: XOR A: 0x6f1c B: 0x70a1 -> Res=0x1fbd Z=0
PASS | Op: XOR A: 0xf288 B: 0x3a34 -> Res=0xc8bc Z=0
PASS | Op: SUB A: 0xe276 B: 0x4917 -> Res=0x995f Z=0
PASS | Op: ADD A: 0x2093 B: 0xbfe7 -> Res=0xe07a Z=0
PASS | Op: SUB A: 0x2c8 B: 0xe3c2 -> Res=0x1f06 Z=0
PASS | Op: ADD A: 0x67c2 B: 0x3f58 -> Res=0xa71a Z=0
PASS | Op: ADD A: 0x70b9 B: 0xed2c -> Res=0x5de5 Z=0
PASS | Op: XOR A: 0x3a21 B: 0x4b04 -> Res=0x7125 Z=0
PASS | Op: ADD A: 0xad5b B: 0x9c7d -> Res=0x49d8 Z=0
PASS | Op: ADD A: 0x42e9 B: 0x3635 -> Res=0x791e Z=0
PASS | Op: OR A: 0x7289 B: 0x1a45 -> Res=0x7acd Z=0
PASS | Op: XOR A: 0x4ae4 B: 0xfa87 -> Res=0xb063 Z=0
PASS | Op: ADD A: 0x3fb8 B: 0xf63a -> Res=0x35f2 Z=0
PASS | Op: OR A: 0x60e0 B: 0xa120 -> Res=0xe1e0 Z=0
PASS | Op: OR A: 0x42c9 B: 0xbd8f -> Res=0xffcf Z=0
PASS | Op: XOR A: 0x6283 B: 0x1a0d -> Res=0x788e Z=0
PASS | Op: SUB A: 0x2468 B: 0xf927 -> Res=0x2b41 Z=0
PASS | Op: SUB A: 0xeea9 B: 0xa889 -> Res=0x4620 Z=0
PASS | Op: AND A: 0xf75f B: 0x3136 -> Res=0x3116 Z=0
PASS | Op: ADD A: 0xdd4 B: 0x1152 -> Res=0x1f26 Z=0
PASS | Op: XOR A: 0xf30b B: 0xdceb -> Res=0x2fe0 Z=0
PASS | Op: ADD A: 0xfd53 B: 0xa9a7 -> Res=0xa6fa Z=0
PASS | Op: OR A: 0xdf98 B: 0xbc67 -> Res=0xffff Z=0
PASS | Op: SUB A: 0x8ddd B: 0x4753 -> Res=0x468a Z=0
PASS | Op: XOR A: 0x7fc4 B: 0xd531 -> Res=0xaaf5 Z=0
PASS | Op: SUB A: 0x506e B: 0xb517 -> Res=0x9b57 Z=0
PASS | Op: ADD A: 0x307b B: 0x7b81 -> Res=0xabfc Z=0
PASS | Op: SUB A: 0xd2c4 B: 0x2db1 -> Res=0xa513 Z=0
PASS | Op: XOR A: 0xf3fe B: 0x615f -> Res=0x92a1 Z=0
PASS | Op: XOR A: 0xa847 B: 0xb1cc -> Res=0x198b Z=0
PASS | Op: XOR A: 0x5c2b B: 0xf57 -> Res=0x537c Z=0
PASS | Op: SUB A: 0x2bd0 B: 0x7bde -> Res=0xaff2 Z=0
PASS | Op: OR A: 0x925a B: 0xa9f1 -> Res=0xbbfb Z=0
PASS | Op: SUB A: 0xe109 B: 0x3617 -> Res=0xaaf2 Z=0
PASS | Op: OR A: 0xca5c B: 0x9786 -> Res=0xdfde Z=0
PASS | Op: ADD A: 0x4d6a B: 0xabdc -> Res=0xf946 Z=0
PASS | Op: ADD A: 0x5b60 B: 0x87a8 -> Res=0xe308 Z=0
PASS | Op: OR A: 0xc80 B: 0x7aba -> Res=0x7eba Z=0
PASS | Op: XOR A: 0x717a B: 0x6353 -> Res=0x1229 Z=0
PASS | Op: AND A: 0x8448 B: 0x6ddb -> Res=0x448 Z=0
PASS | Op: ADD A: 0x82cd B: 0xcc94 -> Res=0x4f61 Z=0
PASS | Op: ADD A: 0x3193 B: 0xd3c6 -> Res=0x559 Z=0
PASS | Op: XOR A: 0x630b B: 0xbc63 -> Res=0xdf68 Z=0
PASS | Op: SUB A: 0xeef2 B: 0xfce9 -> Res=0xf209 Z=0
PASS | Op: ADD A: 0x2e9d B: 0xb043 -> Res=0xdee0 Z=0
PASS | Op: XOR A: 0xb4b3 B: 0xf2db -> Res=0x4668 Z=0
PASS | Op: XOR A: 0x31d0 B: 0x3a25 -> Res=0xbf5 Z=0
PASS | Op: ADD A: 0x57d9 B: 0xc277 -> Res=0x1a50 Z=0
PASS | Op: OR A: 0xc33 B: 0x9021 -> Res=0x9c33 Z=0
PASS | Op: SUB A: 0x32ce B: 0x9cf7 -> Res=0x95d7 Z=0
PASS | Op: AND A: 0xe05c B: 0x3f2d -> Res=0x200c Z=0
PASS | Op: AND A: 0xd302 B: 0xe6da -> Res=0xc202 Z=0
PASS | Op: XOR A: 0x6d00 B: 0xb234 -> Res=0xdf34 Z=0
PASS | Op: AND A: 0x8eea B: 0x65f2 -> Res=0x4e2 Z=0
PASS | Op: XOR A: 0x7604 B: 0x2ad6 -> Res=0x5cd2 Z=0
PASS | Op: SUB A: 0xdb0b B: 0xd751 -> Res=0x3ba Z=0
PASS | Op: AND A: 0x34ae B: 0x68b0 -> Res=0x20a0 Z=0
PASS | Op: ADD A: 0x2df9 B: 0xcb1f -> Res=0xf918 Z=0
PASS | Op: XOR A: 0x2c02 B: 0x800f -> Res=0xac0d Z=0
PASS | Op: XOR A: 0x5f2 B: 0x89dc -> Res=0x8c2e Z=0
PASS | Op: XOR A: 0x248a B: 0x6d8b -> Res=0x4901 Z=0
PASS | Op: XOR A: 0xe53e B: 0x4c43 -> Res=0xa97d Z=0
PASS | Op: XOR A: 0x68d4 B: 0x638e -> Res=0xb5a Z=0
PASS | Op: XOR A: 0x85f2 B: 0xb10f -> Res=0x34fd Z=0
PASS | Op: ADD A: 0x2a8 B: 0xeea1 -> Res=0xf149 Z=0
PASS | Op: XOR A: 0x67fa B: 0xc2c1 -> Res=0xa53b Z=0
PASS | Op: SUB A: 0xd2d9 B: 0x4aca -> Res=0x880f Z=0
PASS | Op: OR A: 0xf365 B: 0x6643 -> Res=0xf767 Z=0
PASS | Op: XOR A: 0x519b B: 0xafd0 -> Res=0xfe4b Z=0
PASS | Op: OR A: 0x8860 B: 0x7c09 -> Res=0xfc69 Z=0
PASS | Op: SUB A: 0xc39b B: 0x72fa -> Res=0x50a1 Z=0
PASS | Op: AND A: 0x117 B: 0xb145 -> Res=0x105 Z=0
PASS | Op: ADD A: 0x257 B: 0xec4 -> Res=0x111b Z=0
PASS | Op: ADD A: 0xd651 B: 0x345a -> Res=0xaab Z=0
PASS | Op: OR A: 0x2665 B: 0xa6e -> Res=0x2e6f Z=0
PASS | Op: OR A: 0x446c B: 0xc571 -> Res=0xc57d Z=0
PASS | Op: AND A: 0xafd8 B: 0x6318 -> Res=0x2318 Z=0
PASS | Op: XOR A: 0x5ccb B: 0x50b9 -> Res=0xc72 Z=0
PASS | Op: AND A: 0x2bd0 B: 0xb4d7 -> Res=0x20d0 Z=0
PASS | Op: ADD A: 0x3343 B: 0x8900 -> Res=0xbc43 Z=0
PASS | Op: ADD A: 0xee3b B: 0x94d4 -> Res=0x830f Z=0
PASS | Op: ADD A: 0x6f16 B: 0x585c -> Res=0xc772 Z=0
PASS | Op: XOR A: 0x9beb B: 0x6cd7 -> Res=0xf73c Z=0
PASS | Op: XOR A: 0x6cc6 B: 0xce9d -> Res=0xa25b Z=0
PASS | Op: XOR A: 0x465e B: 0x6608 -> Res=0x2056 Z=0
PASS | Op: XOR A: 0xb3e6 B: 0xb7c5 -> Res=0x423 Z=0
PASS | Op: AND A: 0xbc8f B: 0x1491 -> Res=0x1481 Z=0
PASS | Op: XOR A: 0xa325 B: 0x7146 -> Res=0xd263 Z=0
PASS | Op: ADD A: 0xac06 B: 0xf9dc -> Res=0xa5e2 Z=0
PASS | Op: ADD A: 0xdaed B: 0x7ade -> Res=0x55cb Z=0
PASS | Op: ADD A: 0x7c2b B: 0xcd4c -> Res=0x4977 Z=0
PASS | Op: OR A: 0xbaf9 B: 0x33a2 -> Res=0xbbfb Z=0
PASS | Op: ADD A: 0x2401 B: 0x4401 -> Res=0x6802 Z=0
PASS | Op: AND A: 0x7ba0 B: 0xb08 -> Res=0xb00 Z=0
PASS | Op: ADD A: 0xf51f B: 0x99e3 -> Res=0x8f02 Z=0
PASS | Op: XOR A: 0x558 B: 0x3849 -> Res=0x3d11 Z=0
PASS | Op: OR A: 0x903d B: 0xd405 -> Res=0xd43d Z=0
PASS | Op: ADD A: 0x6370 B: 0xa8ee -> Res=0xc5e Z=0
PASS | Op: OR A: 0x3237 B: 0xe7b1 -> Res=0xf7b7 Z=0
PASS | Op: XOR A: 0x65c6 B: 0xdbe1 -> Res=0xbe27 Z=0
PASS | Op: ADD A: 0x46f7 B: 0xb8c1 -> Res=0xffb8 Z=0
PASS | Op: OR A: 0x99e8 B: 0xb966 -> Res=0xb9ee Z=0
PASS | Op: SUB A: 0x712 B: 0xd39b -> Res=0x3377 Z=0
PASS | Op: XOR A: 0x66be B: 0x5497 -> Res=0x3229 Z=0
PASS | Op: ADD A: 0x82e6 B: 0x8386 -> Res=0x66c Z=0
PASS | Op: XOR A: 0xe3bc B: 0xe7df -> Res=0x463 Z=0
PASS | Op: OR A: 0x5352 B: 0xc21c -> Res=0xd35e Z=0
PASS | Op: ADD A: 0xbcf1 B: 0xe3a4 -> Res=0xa095 Z=0
PASS | Op: ADD A: 0x2a43 B: 0x36c1 -> Res=0x6104 Z=0
PASS | Op: ADD A: 0x8b6f B: 0xa220 -> Res=0x2d8f Z=0
PASS | Op: XOR A: 0xd5b7 B: 0xd53d -> Res=0x8a Z=0
PASS | Op: XOR A: 0xf71d B: 0xf1c5 -> Res=0x6d8 Z=0
PASS | Op: ADD A: 0xf2d1 B: 0xb2cf -> Res=0xa5a0 Z=0
PASS | Op: OR A: 0x7dad B: 0xc96d -> Res=0xfded Z=0
PASS | Op: ADD A: 0x646e B: 0x22c4 -> Res=0x8732 Z=0
PASS | Op: OR A: 0xd157 B: 0x8896 -> Res=0xd9d7 Z=0
PASS | Op: ADD A: 0x4a18 B: 0xc342 -> Res=0xd5a Z=0
PASS | Op: ADD A: 0xb46e B: 0xaa09 -> Res=0x5e77 Z=0
PASS | Op: XOR A: 0xf99b B: 0x577d -> Res=0xaee6 Z=0
PASS | Op: XOR A: 0x404e B: 0xbb0e -> Res=0xfb40 Z=0
PASS | Op: XOR A: 0x74d9 B: 0x594 -> Res=0x714d Z=0
PASS | Op: XOR A: 0xdbd1 B: 0x1cb4 -> Res=0xc765 Z=0
PASS | Op: XOR A: 0x8c0f B: 0xe16c -> Res=0x6d63 Z=0
PASS | Op: AND A: 0xdde7 B: 0x2b94 -> Res=0x984 Z=0
PASS | Op: XOR A: 0xa2cb B: 0xc1c9 -> Res=0x6302 Z=0
PASS | Op: ADD A: 0x7162 B: 0x413f -> Res=0xb2a1 Z=0
PASS | Op: OR A: 0x25ee B: 0x6e3c -> Res=0x6ffe Z=0
PASS | Op: OR A: 0xe63f B: 0xdfba -> Res=0xffbf Z=0
PASS | Op: ADD A: 0x1089 B: 0xf919 -> Res=0x9a2 Z=0
PASS | Op: SUB A: 0x8b50 B: 0xa82c -> Res=0xe324 Z=0
PASS | Op: OR A: 0x81fd B: 0x34aa -> Res=0xb5ff Z=0
PASS | Op: AND A: 0xd6d8 B: 0xf4e -> Res=0x648 Z=0
PASS | Op: AND A: 0x5f0a B: 0x1109 -> Res=0x1108 Z=0
PASS | Op: OR A: 0xfe70 B: 0x2ad8 -> Res=0xfef8 Z=0
PASS | Op: XOR A: 0xb2d7 B: 0x2dd8 -> Res=0x9f0f Z=0
PASS | Op: AND A: 0xbfc B: 0x9958 -> Res=0x958 Z=0
PASS | Op: ADD A: 0x616f B: 0x1953 -> Res=0x7ac2 Z=0
PASS | Op: OR A: 0xe72b B: 0x18cd -> Res=0xffef Z=0
PASS | Op: ADD A: 0x8259 B: 0x8c66 -> Res=0xebf Z=0
PASS | Op: SUB A: 0x4bd B: 0xc6da -> Res=0x3de3 Z=0
PASS | Op: XOR A: 0xea75 B: 0x8c4e -> Res=0x663b Z=0
PASS | Op: OR A: 0x27c B: 0xdfae -> Res=0xdffe Z=0
PASS | Op: OR A: 0x6136 B: 0x8aa1 -> Res=0xebb7 Z=0
PASS | Op: ADD A: 0x8bf0 B: 0xce3b -> Res=0x5a2b Z=0
PASS | Op: ADD A: 0x971e B: 0xf8d2 -> Res=0x8ff0 Z=0
PASS | Op: OR A: 0x9f09 B: 0xb216 -> Res=0xbf1f Z=0
PASS | Op: AND A: 0xc81f B: 0x62ae -> Res=0x400e Z=0
PASS | Op: ADD A: 0xc155 B: 0xee26 -> Res=0xaf7b Z=0
PASS | Op: ADD A: 0x64d6 B: 0x9307 -> Res=0xf7dd Z=0
PASS | Op: XOR A: 0xeb7 B: 0xd575 -> Res=0xdbc2 Z=0
PASS | Op: OR A: 0xa067 B: 0xace0 -> Res=0xace7 Z=0
PASS | Op: SUB A: 0x5ecf B: 0x47c4 -> Res=0x170b Z=0
PASS | Op: SUB A: 0x6563 B: 0x4e32 -> Res=0x1731 Z=0
PASS | Op: XOR A: 0xd5b2 B: 0xc058 -> Res=0x15ea Z=0
PASS | Op: OR A: 0x43eb B: 0xe07e -> Res=0xe3ff Z=0
PASS | Op: AND A: 0x79ad B: 0xdf9f -> Res=0x598d Z=0
PASS | Op: OR A: 0xec94 B: 0x9d65 -> Res=0xfdf5 Z=0
PASS | Op: XOR A: 0x181c B: 0xbc7c -> Res=0xa460 Z=0
PASS | Op: XOR A: 0xda66 B: 0xf91 -> Res=0xd5f7 Z=0
PASS | Op: ADD A: 0x6263 B: 0xfdb5 -> Res=0x6018 Z=0
PASS | Op: OR A: 0xa6c2 B: 0xe0a1 -> Res=0xe6e3 Z=0
PASS | Op: XOR A: 0xa151 B: 0x11aa -> Res=0xb0fb Z=0
PASS | Op: XOR A: 0x38 B: 0x60dd -> Res=0x60e5 Z=0
PASS | Op: ADD A: 0xa7d0 B: 0xd223 -> Res=0x79f3 Z=0
PASS | Op: OR A: 0x24d3 B: 0x6ab6 -> Res=0x6ef7 Z=0
PASS | Op: SUB A: 0x45b3 B: 0x9571 -> Res=0xb042 Z=0
PASS | Op: XOR A: 0xe963 B: 0x5d8b -> Res=0xb4e8 Z=0
PASS | Op: ADD A: 0x5237 B: 0x76bc -> Res=0xc8f3 Z=0
PASS | Op: XOR A: 0xf2a3 B: 0xf398 -> Res=0x13b Z=0
PASS | Op: XOR A: 0x31b2 B: 0xb063 -> Res=0x81d1 Z=0
PASS | Op: SUB A: 0x7547 B: 0xb966 -> Res=0xbbe1 Z=0
PASS | Op: ADD A: 0xfccc B: 0xcf4d -> Res=0xcc19 Z=0
PASS | Op: OR A: 0x97a3 B: 0x5ff1 -> Res=0xdff3 Z=0
PASS | Op: XOR A: 0x9e0 B: 0x3795 -> Res=0x3e75 Z=0
PASS | Op: XOR A: 0x16c9 B: 0x5fba -> Res=0x4973 Z=0
PASS | Op: XOR A: 0x561a B: 0x4700 -> Res=0x111a Z=0
PASS | Op: AND A: 0x74f B: 0xf52b -> Res=0x50b Z=0
PASS | Op: XOR A: 0x4b0f B: 0x99e5 -> Res=0xd2ea Z=0
PASS | Op: ADD A: 0x2c5 B: 0xd91d -> Res=0xdbe2 Z=0
PASS | Op: ADD A: 0x820 B: 0xebde -> Res=0xf3fe Z=0
PASS | Op: XOR A: 0xe87d B: 0xb3e7 -> Res=0x5b9a Z=0
PASS | Op: OR A: 0x2ee6 B: 0x4158 -> Res=0x6ffe Z=0
PASS | Op: OR A: 0xfc0c B: 0x8f42 -> Res=0xff4e Z=0
PASS | Op: ADD A: 0x1d61 B: 0x1834 -> Res=0x3595 Z=0
PASS | Op: OR A: 0x499b B: 0x3963 -> Res=0x79fb Z=0
PASS | Op: OR A: 0x2c32 B: 0x2287 -> Res=0x2eb7 Z=0
PASS | Op: SUB A: 0x93c6 B: 0x8754 -> Res=0xc72 Z=0
PASS | Op: SUB A: 0xc0db B: 0xab98 -> Res=0x1543 Z=0
PASS | Op: ADD A: 0x9728 B: 0x3cc9 -> Res=0xd3f1 Z=0
PASS | Op: ADD A: 0x6d9d B: 0x99b -> Res=0x7738 Z=0
PASS | Op: ADD A: 0x6aad B: 0x3185 -> Res=0x9c32 Z=0
PASS | Op: OR A: 0xf8a9 B: 0x6aed -> Res=0xfaed Z=0
PASS | Op: ADD A: 0xca34 B: 0x70d0 -> Res=0x3b04 Z=0
PASS | Op: XOR A: 0x60db B: 0xb442 -> Res=0xd499 Z=0
PASS | Op: AND A: 0xa6ca B: 0x4716 -> Res=0x602 Z=0
PASS | Op: OR A: 0xafe4 B: 0x54b8 -> Res=0xfffc Z=0
PASS | Op: OR A: 0xac2 B: 0xbe61 -> Res=0xbee3 Z=0
PASS | Op: ADD A: 0xb7ae B: 0x9e17 -> Res=0x55c5 Z=0
PASS | Op: ADD A: 0xe585 B: 0x3e3d -> Res=0x23c2 Z=0
PASS | Op: OR A: 0x1a25 B: 0x4c2e -> Res=0x5e2f Z=0
PASS | Op: ADD A: 0x27e8 B: 0xdd2f -> Res=0x517 Z=0
PASS | Op: AND A: 0xd25c B: 0x3fae -> Res=0x120c Z=0
PASS | Op: ADD A: 0xacc6 B: 0xe439 -> Res=0x90ff Z=0
PASS | Op: SUB A: 0x25dd B: 0xf7ab -> Res=0x2e32 Z=0
PASS | Op: ADD A: 0xee23 B: 0xd208 -> Res=0xc02b Z=0
PASS | Op: XOR A: 0x7f9 B: 0x318b -> Res=0x3672 Z=0
PASS | Op: ADD A: 0x21c4 B: 0x97a8 -> Res=0xb96c Z=0
PASS | Op: ADD A: 0xc2f3 B: 0xc188 -> Res=0x847b Z=0
PASS | Op: OR A: 0xe024 B: 0x9002 -> Res=0xf026 Z=0
PASS | Op: AND A: 0xa07 B: 0xd533 -> Res=0x3 Z=0
PASS | Op: ADD A: 0xc904 B: 0x3491 -> Res=0xfd95 Z=0
PASS | Op: XOR A: 0x8756 B: 0xd9f6 -> Res=0x5ea0 Z=0
PASS | Op: ADD A: 0xbaef B: 0xfca8 -> Res=0xb797 Z=0
PASS | Op: ADD A: 0x7af B: 0x2f3d -> Res=0x36ec Z=0
PASS | Op: AND A: 0x1d5a B: 0x75fc -> Res=0x1558 Z=0
PASS | Op: OR A: 0x8dea B: 0x8fc8 -> Res=0x8fea Z=0
PASS | Op: ADD A: 0x5516 B: 0xdf72 -> Res=0x3488 Z=0
PASS | Op: SUB A: 0xd956 B: 0x9eed -> Res=0x3a69 Z=0
PASS | Op: SUB A: 0x46df B: 0xf461 -> Res=0x527e Z=0
PASS | Op: XOR A: 0xbf6c B: 0x12ba -> Res=0xadd6 Z=0
PASS | Op: OR A: 0x49e0 B: 0x1fa4 -> Res=0x5fe4 Z=0
PASS | Op: XOR A: 0xc7b9 B: 0xf17 -> Res=0xc8ae Z=0
PASS | Op: XOR A: 0x9a66 B: 0xe949 -> Res=0x732f Z=0
PASS | Op: AND A: 0xc077 B: 0x3453 -> Res=0x53 Z=0
PASS | Op: SUB A: 0x4f64 B: 0xaa4b -> Res=0xa519 Z=0
PASS | Op: ADD A: 0xe419 B: 0xa364 -> Res=0x877d Z=0
PASS | Op: ADD A: 0x4c01 B: 0x77da -> Res=0xc3db Z=0
PASS | Op: OR A: 0x7ee0 B: 0xe31f -> Res=0xffff Z=0
PASS | Op: XOR A: 0x66fd B: 0x5f67 -> Res=0x399a Z=0
PASS | Op: OR A: 0xfa69 B: 0x9111 -> Res=0xfb79 Z=0
PASS | Op: SUB A: 0x9523 B: 0x731a -> Res=0x2209 Z=0
PASS | Op: OR A: 0x128 B: 0x26e -> Res=0x36e Z=0
PASS | Op: OR A: 0x887e B: 0xcbb7 -> Res=0xcbff Z=0
PASS | Op: OR A: 0x5539 B: 0xf4f7 -> Res=0xf5ff Z=0
PASS | Op: OR A: 0x9978 B: 0xd895 -> Res=0xd9fd Z=0
PASS | Op: XOR A: 0x6a3e B: 0x1967 -> Res=0x7359 Z=0
PASS | Op: OR A: 0x970d B: 0x796a -> Res=0xff6f Z=0
PASS | Op: AND A: 0x9299 B: 0x62d3 -> Res=0x291 Z=0
PASS | Op: XOR A: 0x3e9e B: 0x3656 -> Res=0x8c8 Z=0
PASS | Op: XOR A: 0x11e0 B: 0x270 -> Res=0x1390 Z=0
